longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.52,34.18,34.0,2307.0,388.0,1168.0,427.0,4.2143,245400.0
-123.02,38.54,35.0,2157.0,487.0,768.0,322.0,3.2315,136900.0
-121.05,39.21,43.0,1264.0,273.0,611.0,260.0,2.535,117100.0
-117.91,34.02,17.0,5973.0,1384.0,4349.0,1229.0,3.2799,199300.0
-117.17,33.66,2.0,7401.0,1187.0,2826.0,839.0,4.1386,177300.0
-121.53,39.44,26.0,1340.0,255.0,662.0,239.0,2.6071,57100.0
-122.26,37.77,52.0,1704.0,371.0,663.0,340.0,4.226,275000.0
-122.46,38.53,32.0,1735.0,331.0,785.0,309.0,3.6641,275800.0
-118.35,34.21,42.0,1073.0,220.0,804.0,226.0,3.75,172600.0
-117.66,34.0,5.0,1387.0,236.0,855.0,270.0,5.4110000000000005,201100.0
-121.9,37.33,11.0,1283.0,390.0,718.0,345.0,4.226,166700.0
-117.13,32.58,27.0,1417.0,373.0,814.0,348.0,2.3603,195300.0
-118.32,34.04,39.0,1294.0,330.0,1140.0,313.0,2.2554,165000.0
-117.19,32.77,30.0,2747.0,640.0,3185.0,657.0,3.765,238000.0
-118.42,34.08,46.0,1399.0,148.0,410.0,152.0,15.0001,500001.0
-118.36,34.03,35.0,1819.0,499.0,1666.0,482.0,1.6452,125900.0
-117.87,33.75,12.0,2782.0,1077.0,1968.0,795.0,0.971,102500.0
-118.23,34.15,26.0,1649.0,522.0,1332.0,483.0,3.1004,257100.0
-121.86,38.0,4.0,4075.0,927.0,2239.0,849.0,3.5857,165200.0
-121.0,37.64,19.0,121.0,41.0,658.0,41.0,0.9573,162500.0
-119.19,34.17,35.0,4276.0,767.0,3295.0,708.0,4.2583,187300.0
-119.05,35.34,17.0,2387.0,437.0,1204.0,423.0,4.0529,106200.0
-121.92,37.25,34.0,2231.0,360.0,1035.0,365.0,4.7917,243200.0
-122.16,37.77,39.0,1583.0,349.0,857.0,316.0,3.0958,145800.0
-116.32,33.28,19.0,1791.0,367.0,327.0,185.0,3.3625,100000.0
-117.8,33.67,4.0,3345.0,552.0,1525.0,539.0,6.7962,329100.0
-117.9,34.09,34.0,1562.0,272.0,825.0,266.0,4.125,220800.0
-117.11,33.78,13.0,1914.0,339.0,930.0,304.0,4.1875,161200.0
-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2.2813,125000.0
-117.86,33.72,31.0,1194.0,297.0,1602.0,306.0,2.3333,157700.0
-118.35,33.95,42.0,1779.0,431.0,1507.0,380.0,2.8892,159800.0
-118.48,34.02,22.0,1249.0,483.0,1106.0,481.0,2.5261,375000.0
-118.24,33.78,24.0,574.0,173.0,784.0,162.0,2.25,152300.0
-119.77,36.44,26.0,1727.0,289.0,802.0,259.0,3.2083,75000.0
-120.46,34.65,10.0,2143.0,593.0,1167.0,548.0,2.0819,103300.0
-118.5,34.19,26.0,2156.0,509.0,1142.0,470.0,4.0,224700.0
-118.34,33.93,35.0,1213.0,284.0,742.0,253.0,4.0625,159900.0
-118.26,34.06,42.0,2541.0,1282.0,3974.0,1189.0,1.5854,87500.0
-117.65,33.65,15.0,3485.0,519.0,1740.0,485.0,6.7543,251900.0
-122.28,37.83,52.0,3108.0,813.0,1623.0,765.0,2.6997,126900.0
-118.13,34.08,40.0,1931.0,449.0,1367.0,446.0,2.575,228400.0
-118.17,34.05,35.0,1256.0,294.0,2990.0,302.0,3.1528,121800.0
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,99300.0
-116.96,34.83,30.0,1211.0,289.0,611.0,230.0,1.6667,44700.0
-118.28,34.0,46.0,1650.0,463.0,1992.0,458.0,2.3403,114100.0
-118.31,34.1,34.0,399.0,141.0,482.0,134.0,1.625,67500.0
-119.87,36.81,6.0,1891.0,341.0,969.0,330.0,4.6726,107800.0
-117.36,33.18,39.0,1546.0,291.0,833.0,308.0,2.8893,185400.0
-121.46,38.57,52.0,1625.0,419.0,614.0,383.0,2.0549,156700.0
-117.12,33.14,16.0,1710.0,272.0,1025.0,267.0,4.1641,163600.0
-120.14,34.59,24.0,1601.0,282.0,731.0,285.0,4.2026,259800.0
-118.0,33.97,30.0,6540.0,991.0,3124.0,953.0,6.0663,372600.0
-122.11,37.7,23.0,1689.0,461.0,828.0,443.0,2.1552,161400.0
-118.31,34.05,42.0,443.0,223.0,582.0,223.0,2.2937,350000.0
-117.76,34.05,36.0,3839.0,1004.0,4711.0,942.0,2.3859,116200.0
-121.45,38.57,52.0,3994.0,635.0,1295.0,625.0,5.1169,232500.0
-119.33,35.6,32.0,2703.0,683.0,2682.0,675.0,1.4619,60500.0
-117.74,33.73,18.0,328.0,68.0,391.0,60.0,4.1167,87500.0
-122.18,37.74,46.0,2103.0,391.0,1339.0,354.0,2.2467,88900.0
-118.3,34.17,16.0,1353.0,398.0,1211.0,357.0,3.1551,205000.0
-117.96,33.65,21.0,2030.0,318.0,910.0,311.0,7.8453,343300.0
-118.02,33.92,35.0,2075.0,424.0,1312.0,396.0,3.7969,164800.0
-122.01,38.25,16.0,1081.0,181.0,792.0,184.0,4.6779,131300.0
-117.45,33.93,20.0,5998.0,1320.0,3185.0,1199.0,3.2731,113900.0
-117.1,32.67,26.0,2629.0,763.0,2721.0,767.0,2.0982,109100.0
-122.25,37.77,52.0,859.0,157.0,429.0,158.0,4.3098,197900.0
-117.28,33.85,16.0,3498.0,702.0,2372.0,672.0,2.3229,118000.0
-122.48,37.93,16.0,2947.0,802.0,1385.0,743.0,3.6731,318000.0
-117.89,34.09,36.0,1811.0,320.0,1005.0,332.0,5.5629,188300.0
-117.16,32.8,25.0,1399.0,329.0,1308.0,355.0,2.5682,187500.0
-117.89,34.1,34.0,2048.0,411.0,1456.0,416.0,3.125,168600.0
-121.37,38.64,27.0,1672.0,299.0,757.0,282.0,3.6786,159700.0
-118.43,34.29,38.0,1704.0,347.0,1384.0,374.0,2.865,155500.0
-118.0,33.73,26.0,2236.0,280.0,809.0,282.0,6.7395,342800.0
-122.73,38.46,14.0,2324.0,754.0,1026.0,677.0,1.722,150000.0
-120.86,37.5,34.0,4272.0,996.0,2916.0,962.0,1.9829,82800.0
-121.44,38.56,52.0,906.0,165.0,257.0,166.0,2.8542,139400.0
-121.6,36.81,18.0,1575.0,230.0,751.0,219.0,5.2203,286500.0
-122.47,37.69,35.0,1720.0,421.0,1452.0,425.0,3.5909,256100.0
-119.81,36.28,24.0,544.0,112.0,442.0,106.0,3.1071,56100.0
-119.28,36.54,33.0,1470.0,330.0,1222.0,301.0,1.8163,57400.0
-119.81,36.76,51.0,2419.0,486.0,1284.0,426.0,2.2029,54200.0
-118.22,34.07,35.0,1504.0,477.0,2059.0,498.0,2.0133,145800.0
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0
-121.34,38.61,11.0,1716.0,404.0,722.0,415.0,2.0926,166100.0
-118.11,33.75,15.0,2569.0,812.0,785.0,477.0,5.4011,346400.0
-120.64,37.38,21.0,3157.0,637.0,2268.0,620.0,2.5669999999999997,70400.0
-116.97,32.78,35.0,1113.0,236.0,681.0,246.0,2.9784,136400.0
-121.95,37.74,19.0,1127.0,170.0,518.0,167.0,6.3325,250000.0
-119.87,36.54,34.0,1370.0,287.0,818.0,269.0,2.4044,72500.0
-118.62,34.17,32.0,1491.0,355.0,756.0,296.0,3.0404,262800.0
-119.12,35.41,12.0,5589.0,941.0,3018.0,917.0,4.4561,96900.0
-122.08,37.68,37.0,848.0,202.0,314.0,205.0,2.3958,190800.0
-117.94,33.68,26.0,4183.0,539.0,1504.0,520.0,7.4056,374200.0
-119.77,36.84,15.0,2058.0,412.0,891.0,378.0,3.2569,124400.0
-117.9,34.1,35.0,2739.0,475.0,1481.0,483.0,4.5655,176600.0
-119.67,36.81,4.0,1262.0,216.0,622.0,199.0,4.9432,114400.0
-121.05,38.14,19.0,3326.0,561.0,1544.0,511.0,2.9875,166300.0
-118.26,34.02,39.0,698.0,232.0,1046.0,228.0,2.2356,119500.0
-117.76,33.72,14.0,3011.0,388.0,1359.0,371.0,7.9739,368700.0
-121.52,39.49,30.0,1217.0,238.0,677.0,233.0,2.6563,63600.0
-122.45,38.58,34.0,2517.0,483.0,1324.0,464.0,3.0938,189400.0
-118.06,33.84,20.0,5643.0,1231.0,3841.0,1195.0,4.0542,168400.0
-121.22,37.81,20.0,1811.0,352.0,1191.0,327.0,4.0125,121500.0
-121.73,37.68,17.0,20354.0,3493.0,8768.0,3293.0,5.4496,238900.0
-121.4,38.55,19.0,2497.0,494.0,748.0,442.0,2.925,142400.0
-120.81,38.73,38.0,2005.0,385.0,882.0,353.0,2.5104,120500.0
-118.6,34.23,19.0,8866.0,2355.0,5005.0,2194.0,3.2564,230300.0
-118.43,34.06,11.0,3184.0,641.0,911.0,463.0,7.2675,500001.0
-117.38,33.97,29.0,1157.0,297.0,2027.0,253.0,1.6389,155000.0
-117.86,33.9,25.0,3205.0,409.0,1291.0,408.0,7.2478,299200.0
-118.21,34.06,52.0,470.0,115.0,434.0,123.0,2.095,109100.0
-118.11,34.1,44.0,2012.0,435.0,1454.0,456.0,3.3229,226600.0
-116.91,32.82,14.0,1978.0,424.0,1085.0,387.0,3.8073,170100.0
-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,5.9289,411300.0
-117.25,33.03,6.0,3416.0,493.0,1319.0,467.0,6.9326,324600.0
-118.34,34.02,48.0,1614.0,320.0,684.0,318.0,4.2218,181000.0
-117.44,33.94,30.0,2992.0,516.0,1521.0,507.0,3.9128,126900.0
-117.85,34.11,25.0,9255.0,1659.0,4944.0,1627.0,4.5708,223000.0
-121.9,36.6,39.0,1629.0,423.0,804.0,386.0,2.4663,236500.0
-121.4,38.59,25.0,2228.0,534.0,1130.0,481.0,2.5363,124600.0
-120.65,35.48,19.0,2310.0,471.0,1341.0,441.0,3.225,166900.0
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,266300.0
-118.34,33.84,36.0,1561.0,252.0,740.0,253.0,6.2778,309700.0
-121.93,37.7,3.0,2456.0,582.0,793.0,456.0,4.4087,225600.0
-118.57,34.23,22.0,3275.0,648.0,1746.0,585.0,4.9676,221900.0
-117.15,34.07,15.0,1852.0,316.0,906.0,298.0,5.3526,129800.0
-118.31,34.26,41.0,1297.0,327.0,733.0,315.0,3.0583,160300.0
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,65600.0
-118.13,33.82,36.0,665.0,114.0,273.0,112.0,3.7321,223700.0
-117.44,33.96,29.0,124.0,22.0,50.0,18.0,12.5381,112500.0
-120.55,37.32,21.0,1410.0,229.0,590.0,205.0,3.3194,141400.0
-122.27,37.48,26.0,3542.0,507.0,1392.0,524.0,8.5184,500001.0
-122.23,38.09,26.0,4397.0,997.0,2539.0,965.0,2.4875,90000.0
-117.91,33.63,20.0,3442.0,1526.0,1427.0,977.0,3.1985,106300.0
-121.27,37.95,43.0,557.0,165.0,573.0,144.0,1.7212,59000.0
-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,209700.0
-118.11,33.83,36.0,1784.0,303.0,964.0,299.0,4.2703,220900.0
-117.85,34.1,22.0,5179.0,944.0,2315.0,884.0,4.51,189900.0
-120.31,37.11,38.0,1696.0,301.0,985.0,278.0,2.4054,112500.0
-118.38,33.87,17.0,2791.0,579.0,1467.0,583.0,5.7415,321900.0
-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,98300.0
-117.28,32.73,44.0,1934.0,325.0,783.0,316.0,4.8684,358600.0
-122.42,37.8,52.0,2657.0,772.0,1014.0,685.0,4.038,500001.0
-118.32,33.89,34.0,2675.0,560.0,1270.0,492.0,4.5053,242000.0
-119.85,36.97,13.0,2872.0,477.0,1607.0,481.0,4.475,102400.0
-122.51,38.17,8.0,5875.0,1115.0,2808.0,1029.0,3.6392,246300.0
-118.19,33.93,42.0,1829.0,391.0,1614.0,377.0,3.1912,146400.0
-121.57,38.19,36.0,1395.0,264.0,700.0,244.0,2.4353,162500.0
-121.48,38.57,47.0,2438.0,804.0,1148.0,747.0,1.4301,141700.0
-117.66,34.09,26.0,1151.0,200.0,593.0,188.0,3.6667,166300.0
-117.42,34.09,28.0,3193.0,525.0,1750.0,523.0,4.1375,128300.0
-122.01,37.97,34.0,3259.0,498.0,1250.0,478.0,5.3794,206200.0
-122.08,37.88,26.0,2947.0,,825.0,626.0,2.9330000000000003,85000.0
-122.13,37.75,30.0,414.0,54.0,137.0,50.0,4.975,311100.0
-117.56,33.94,29.0,266.0,42.0,136.0,40.0,1.625,164300.0
-117.05,32.68,15.0,1828.0,359.0,955.0,248.0,3.2174,165100.0
-117.85,33.75,27.0,2311.0,632.0,2936.0,609.0,2.5651,171400.0
-122.29,37.88,46.0,1895.0,442.0,920.0,425.0,2.9926,192100.0
-118.14,33.93,32.0,2065.0,438.0,1075.0,442.0,4.4279,226400.0
-118.49,34.31,25.0,1024.0,145.0,357.0,147.0,7.0598,356300.0
-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,320000.0
-121.0,39.26,14.0,810.0,151.0,302.0,138.0,3.1094,136100.0
-118.49,34.13,24.0,4394.0,,1443.0,528.0,11.2979,500001.0
-118.43,34.3,28.0,271.0,61.0,246.0,62.0,1.7062,164600.0
-117.25,33.95,5.0,13096.0,2208.0,6780.0,2180.0,4.2775,138700.0
-119.77,36.8,32.0,3461.0,665.0,1507.0,649.0,2.9244,84600.0
-122.35,40.57,22.0,589.0,97.0,338.0,107.0,3.2639,87500.0
-121.42,38.63,42.0,1385.0,273.0,740.0,274.0,2.6055,78000.0
-116.98,32.74,16.0,3361.0,537.0,1754.0,578.0,5.1098,162300.0
-121.66,39.09,27.0,2098.0,372.0,1090.0,333.0,4.45,96200.0
-117.92,33.74,18.0,1639.0,491.0,2513.0,458.0,2.1838,159700.0
-121.63,36.65,44.0,309.0,121.0,315.0,80.0,1.6071,112500.0
-118.42,34.02,34.0,2243.0,444.0,973.0,413.0,4.9676,414100.0
-119.14,34.15,25.0,2202.0,390.0,1415.0,412.0,4.43,207700.0
-118.19,34.11,38.0,1158.0,309.0,1051.0,322.0,2.286,169300.0
-122.06,37.7,37.0,1893.0,310.0,821.0,315.0,4.6005,231600.0
-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3.2386,185000.0
-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,6.5706,255700.0
-117.12,32.7,38.0,818.0,217.0,953.0,231.0,1.0531,65700.0
-121.85,37.36,15.0,3148.0,1116.0,3556.0,1037.0,3.0466,159600.0
-121.43,37.75,42.0,1207.0,278.0,699.0,279.0,3.3611,117600.0
-118.16,33.92,36.0,2062.0,351.0,1134.0,358.0,4.4881,218900.0
-121.59,39.1,24.0,1107.0,261.0,768.0,205.0,1.7167,48800.0
-117.23,33.68,10.0,3659.0,650.0,1476.0,515.0,3.8869,125900.0
-118.35,33.93,35.0,1050.0,252.0,918.0,236.0,1.7344,146900.0
-117.91,33.83,37.0,1039.0,260.0,719.0,243.0,3.0288,161400.0
-118.21,33.95,35.0,2129.0,614.0,2376.0,618.0,2.0372,160800.0
-118.33,35.64,15.0,2966.0,669.0,1007.0,465.0,1.5667,72500.0
-118.01,33.71,18.0,6565.0,1357.0,3079.0,1248.0,4.7515,295600.0
-119.76,36.68,29.0,1243.0,312.0,836.0,277.0,1.8355,74200.0
-122.07,37.91,28.0,1731.0,295.0,810.0,295.0,5.0391,259800.0
-116.93,32.8,19.0,1867.0,538.0,1219.0,468.0,2.0685,130000.0
-121.31,37.81,36.0,284.0,53.0,130.0,47.0,3.1429,179200.0
-122.55,38.0,18.0,3119.0,803.0,1395.0,722.0,3.9265,301100.0
-121.45,38.48,28.0,2780.0,510.0,1638.0,533.0,2.9571,103100.0
-117.28,34.06,2.0,1658.0,290.0,868.0,304.0,5.1365,136700.0
-118.1,33.81,36.0,1962.0,325.0,786.0,315.0,5.62,239600.0
-118.48,33.99,46.0,2219.0,686.0,1107.0,590.0,2.5523,387500.0
-117.14,33.39,17.0,2889.0,587.0,1931.0,510.0,3.8547,208300.0
-118.29,33.74,29.0,1503.0,411.0,1368.0,390.0,2.1473,195300.0
-119.23,34.44,34.0,3193.0,664.0,1434.0,627.0,2.4777,260300.0
-122.1,37.65,25.0,2538.0,494.0,1185.0,501.0,4.5417,194400.0
-121.22,37.79,38.0,2152.0,451.0,1320.0,457.0,2.5025,101900.0
-118.36,34.16,43.0,2850.0,709.0,1510.0,670.0,2.4835,274300.0
-118.43,34.17,37.0,1982.0,331.0,794.0,340.0,5.9275,336900.0
-118.24,34.11,39.0,1148.0,348.0,1161.0,333.0,2.2167,176700.0
-118.26,33.97,47.0,1504.0,374.0,1168.0,358.0,1.4625,94200.0
-117.58,33.6,5.0,5348.0,659.0,1862.0,555.0,11.0567,495400.0
-118.99,35.32,35.0,1576.0,405.0,870.0,282.0,1.6575,59500.0
-118.33,33.94,31.0,3757.0,1102.0,3288.0,964.0,1.9309,137500.0
-122.29,37.48,15.0,5480.0,892.0,2009.0,831.0,7.4678,500001.0
-121.9,36.93,22.0,7281.0,1233.0,1849.0,832.0,5.3276,335500.0
-118.27,34.16,52.0,830.0,183.0,479.0,179.0,3.1397,253700.0
-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,127900.0
-121.1,39.0,16.0,1106.0,195.0,505.0,187.0,5.0126,192300.0
-117.24,33.77,9.0,6907.0,1379.0,3665.0,1290.0,2.8401,104200.0
-118.08,34.01,33.0,1091.0,233.0,890.0,226.0,2.7679,176400.0
-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,256800.0
-118.03,33.97,32.0,2468.0,552.0,1190.0,479.0,3.8275,238500.0
-118.96,36.66,18.0,1302.0,424.0,320.0,133.0,3.1964,80000.0
-121.96,37.41,17.0,3208.0,617.0,2286.0,602.0,5.2937,238000.0
-118.46,34.0,44.0,941.0,230.0,493.0,206.0,3.6458,325800.0
-121.95,37.24,37.0,3109.0,541.0,1566.0,544.0,6.0235,413500.0
-122.07,37.39,19.0,1465.0,342.0,646.0,345.0,4.712,289300.0
-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,94600.0
-121.88,37.64,20.0,1309.0,184.0,514.0,172.0,10.9506,475800.0
-122.43,37.79,50.0,3312.0,1095.0,1475.0,997.0,2.7165,500001.0
-117.34,34.1,14.0,11827.0,2445.0,6640.0,2299.0,2.4878,103800.0
-118.18,34.12,52.0,1081.0,311.0,904.0,283.0,1.9219,165100.0
-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,281100.0
-117.97,33.73,18.0,3698.0,574.0,2046.0,614.0,6.2984,269800.0
-118.19,34.05,37.0,349.0,79.0,276.0,64.0,3.2125,125000.0
-117.36,33.98,46.0,1680.0,453.0,1570.0,435.0,2.0436,82300.0
-117.24,32.8,18.0,2205.0,661.0,874.0,580.0,3.8018,112500.0
-117.96,33.86,35.0,2181.0,371.0,1249.0,358.0,4.2937,183200.0
-122.26,38.57,22.0,509.0,103.0,139.0,73.0,2.1979,152800.0
-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,216800.0
-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5.3345,176100.0
-117.86,33.6,30.0,1891.0,364.0,635.0,314.0,6.6265,500001.0
-121.93,37.54,25.0,1354.0,192.0,596.0,220.0,6.629,352400.0
-118.3,33.9,29.0,2617.0,668.0,1868.0,647.0,3.6,208800.0
-118.4,34.06,52.0,1871.0,326.0,646.0,284.0,8.2961,500001.0
-118.39,34.17,40.0,1696.0,372.0,835.0,385.0,3.6563,222400.0
-120.25,37.04,21.0,1724.0,317.0,1006.0,290.0,3.2868,91700.0
-122.47,37.99,22.0,7274.0,1002.0,2468.0,957.0,7.494,439200.0
-117.2,33.29,12.0,6358.0,1182.0,2778.0,1020.0,4.0357,295900.0
-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,8.0838,500001.0
-117.92,33.88,32.0,1683.0,273.0,719.0,263.0,5.3649,243600.0
-118.3,34.18,13.0,7174.0,1997.0,4293.0,1872.0,3.0973,251900.0
-121.5,38.62,8.0,16679.0,3457.0,7919.0,3329.0,3.7188,134500.0
-122.33,37.98,32.0,1967.0,348.0,1144.0,364.0,4.4135,150100.0
-117.08,32.76,20.0,2547.0,785.0,1199.0,643.0,1.7743,140300.0
-118.06,34.11,36.0,2178.0,485.0,914.0,412.0,2.7656,239500.0
-118.32,34.19,37.0,589.0,119.0,375.0,122.0,3.3897,222700.0
-121.83,37.99,16.0,2919.0,462.0,1456.0,453.0,5.6779,164700.0
-121.49,38.58,52.0,569.0,405.0,509.0,367.0,0.9196,137500.0
-117.8,33.89,25.0,3121.0,381.0,1278.0,389.0,7.0217,357900.0
-118.37,34.43,11.0,17339.0,2866.0,8721.0,2803.0,5.9507,225200.0
-121.82,39.73,44.0,2923.0,659.0,1371.0,626.0,2.2925,85800.0
-119.79,36.73,52.0,112.0,28.0,193.0,40.0,1.975,47500.0
-118.13,33.8,36.0,1496.0,271.0,743.0,265.0,4.4312,226000.0
-118.33,33.96,42.0,1686.0,361.0,737.0,319.0,2.3,189200.0
-122.44,37.76,35.0,1581.0,422.0,580.0,388.0,4.05,423100.0
-122.36,40.62,11.0,3896.0,886.0,1902.0,843.0,2.2905,94200.0
-118.13,34.13,39.0,2099.0,397.0,1500.0,380.0,4.8304,493200.0
-118.47,34.02,35.0,3057.0,774.0,2223.0,732.0,2.0745,332500.0
-118.19,34.03,27.0,1346.0,340.0,1177.0,295.0,1.7995,153400.0
-118.4,34.09,45.0,2686.0,283.0,857.0,259.0,15.0001,500001.0
-117.26,32.83,24.0,1663.0,199.0,578.0,187.0,10.7721,500001.0
-121.94,37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,296100.0
-118.13,33.86,45.0,1320.0,256.0,645.0,256.0,4.4,209500.0
-121.91,37.31,28.0,3104.0,811.0,1488.0,754.0,3.6429,332600.0
-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.108,83800.0
-117.13,33.15,15.0,2241.0,381.0,997.0,390.0,3.4833,193200.0
-117.67,33.47,22.0,2728.0,616.0,1081.0,566.0,1.6393,500001.0
-116.43,34.1,17.0,6683.0,1296.0,2677.0,1227.0,2.4828,84000.0
-118.26,34.06,33.0,1950.0,1047.0,3707.0,1012.0,1.7238,110000.0
-119.82,36.81,25.0,3305.0,551.0,1149.0,500.0,5.0698,150900.0
-117.08,33.08,23.0,3400.0,501.0,1383.0,488.0,4.9844,249100.0
-117.75,33.54,21.0,8711.0,1544.0,3173.0,1396.0,5.0907,378200.0
-117.06,33.03,23.0,2023.0,309.0,678.0,340.0,7.0913,265400.0
-121.83,37.32,26.0,1125.0,210.0,943.0,214.0,4.825,181000.0
-119.77,36.81,28.0,1713.0,302.0,663.0,282.0,3.5669999999999997,85500.0
-122.65,38.47,24.0,2268.0,330.0,847.0,296.0,3.858,214400.0
-121.33,38.02,37.0,1964.0,315.0,915.0,335.0,4.3008,119800.0
-122.39,38.37,33.0,1066.0,191.0,403.0,163.0,6.8,240800.0
-118.4,34.03,36.0,1831.0,296.0,871.0,269.0,8.1484,500001.0
-122.28,37.86,52.0,3007.0,691.0,1582.0,636.0,2.5652,157700.0
-122.01,38.36,28.0,1967.0,315.0,734.0,291.0,4.9583,146200.0
-118.02,33.73,24.0,6393.0,1141.0,2743.0,1057.0,5.1384,336900.0
-121.86,37.4,16.0,2391.0,369.0,1419.0,373.0,5.8721,267800.0
-121.84,38.02,46.0,66.0,22.0,37.0,21.0,0.536,87500.0
-119.09,36.22,34.0,1715.0,290.0,780.0,297.0,3.4306,74300.0
-118.5,34.24,34.0,2634.0,412.0,1114.0,423.0,5.9401,315300.0
-118.08,33.86,26.0,778.0,173.0,539.0,186.0,3.2679,236500.0
-121.26,38.68,13.0,4256.0,619.0,1948.0,622.0,5.2051,167400.0
-117.11,33.14,10.0,3208.0,636.0,1395.0,582.0,3.4455,190500.0
-116.74,33.62,11.0,2385.0,661.0,682.0,242.0,2.9141,214300.0
-117.08,33.14,19.0,2629.0,494.0,1444.0,503.0,3.5462,156800.0
-120.88,37.52,2.0,1871.0,409.0,707.0,256.0,2.6103,133600.0
-118.36,34.18,36.0,2233.0,605.0,1934.0,599.0,2.8784,194900.0
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,209100.0
-123.84,39.83,19.0,1461.0,340.0,515.0,227.0,1.5278,145800.0
-119.74,34.44,26.0,4257.0,1031.0,1861.0,950.0,3.4047,294500.0
-118.52,34.21,34.0,1663.0,299.0,762.0,282.0,5.1265,211000.0
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,140600.0
-117.87,34.02,16.0,3552.0,575.0,2120.0,573.0,6.4333,271500.0
-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893,205600.0
-118.3,34.02,49.0,2120.0,483.0,1522.0,416.0,1.85,116800.0
-119.29,34.26,32.0,3295.0,764.0,1344.0,600.0,3.6007,395500.0
-118.29,34.25,8.0,5568.0,1514.0,3565.0,1374.0,3.0795,161500.0
-120.86,37.53,18.0,2829.0,732.0,1751.0,712.0,1.6445,156900.0
-121.55,39.45,18.0,2278.0,523.0,1185.0,475.0,1.3611,60600.0
-122.76,40.4,22.0,2153.0,461.0,903.0,314.0,2.125,123200.0
-122.02,37.58,15.0,3052.0,760.0,2097.0,728.0,3.3617,178100.0
-118.17,34.03,43.0,1636.0,506.0,1855.0,502.0,2.2902,152400.0
-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672,111400.0
-118.22,33.99,6.0,1499.0,437.0,1754.0,447.0,4.3164,143200.0
-118.35,34.16,42.0,2267.0,478.0,1083.0,458.0,3.2015,250000.0
-124.02,40.72,28.0,3513.0,634.0,1658.0,598.0,3.8095,119900.0
-118.16,34.02,35.0,1734.0,493.0,2053.0,508.0,2.1442,149200.0
-118.2,33.87,26.0,703.0,202.0,757.0,212.0,2.525,155500.0
-119.7,34.43,52.0,977.0,289.0,412.0,272.0,2.125,300000.0
-119.89,34.44,25.0,3160.0,507.0,1514.0,523.0,5.0767,271200.0
-118.6,34.08,40.0,866.0,181.0,399.0,176.0,6.91,380000.0
-117.91,34.13,34.0,1540.0,328.0,1037.0,317.0,2.2132,138500.0
-117.93,33.77,36.0,3157.0,582.0,1842.0,561.0,4.5833,190700.0
-122.05,37.87,30.0,2296.0,329.0,847.0,322.0,6.7192,397500.0
-119.27,36.34,26.0,2057.0,472.0,1453.0,439.0,2.4113,58600.0
-118.27,33.95,39.0,1529.0,358.0,1154.0,357.0,1.2091,97900.0
-118.18,33.92,29.0,749.0,185.0,708.0,196.0,2.4583,136900.0
-118.19,34.65,33.0,1781.0,326.0,913.0,314.0,3.9963,126800.0
-117.85,33.84,17.0,2830.0,502.0,1370.0,459.0,5.1785,247300.0
-119.69,36.74,23.0,2097.0,385.0,911.0,405.0,3.5128,121600.0
-117.55,33.9,21.0,1839.0,324.0,871.0,307.0,3.4459,198800.0
-122.08,37.64,36.0,786.0,133.0,463.0,160.0,3.9338,182700.0
-118.13,33.86,45.0,1866.0,343.0,919.0,344.0,3.5833,200200.0
-122.49,38.27,8.0,5092.0,988.0,1657.0,936.0,3.5625,213200.0
-118.96,35.39,23.0,5624.0,1148.0,2842.0,1042.0,3.1297,79000.0
-118.12,34.71,26.0,4230.0,823.0,2789.0,793.0,2.5179,104000.0
-118.13,34.1,19.0,2742.0,756.0,1396.0,703.0,2.5663,197500.0
-118.3,34.26,28.0,1643.0,489.0,1142.0,458.0,3.1607,200600.0
-118.42,34.22,29.0,1807.0,323.0,1234.0,310.0,5.3767,233000.0
